item_id,order_id,sku,quantity,unit_price
144,1056,SKU_159,3,288.46
145,1056,SKU_061,1,401.77
146,1056,SKU_188,3,498.65
147,1057,SKU_126,2,40.62
148,1057,SKU_045,1,132.03
149,1057,SKU_097,3,22.19
150,1058,SKU_103,3,157.13
151,1058,SKU_123,1,88.65
152,1058,SKU_137,3,331.8
153,1058,SKU_177,1,397.77
154,1058,SKU_125,1,337.03
155,1059,SKU_157,3,261.56
156,1060,SKU_081,1,231.35
157,1060,SKU_160,3,96.68
158,1060,SKU_169,1,193.62
159,1061,SKU_020,2,273.29
160,1061,SKU_022,2,24.57
161,1061,SKU_017,2,323.98
162,1061,SKU_126,2,40.62
163,1062,SKU_052,1,36.56
164,1062,SKU_200,2,417.68
165,1063,SKU_011,3,29.16
166,1063,SKU_136,2,257.54
167,1064,SKU_070,1,198.31
168,1064,SKU_165,2,163.03
169,1064,SKU_113,2,175.02
170,1065,SKU_128,1,295.25
171,1065,SKU_190,1,224.03
172,1065,SKU_031,1,84.96
173,1066,SKU_172,1,108.05
174,1066,SKU_118,1,317.97
175,1067,SKU_099,2,314.45
176,1067,SKU_143,1,125.66
177,1068,SKU_002,3,15.07
178,1069,SKU_122,3,18.85
179,1069,SKU_022,2,24.57
180,1069,SKU_092,3,158.97
181,1069,SKU_065,1,13.75
182,1070,SKU_156,3,387.06
183,1071,SKU_077,2,249.46
184,1071,SKU_096,2,191.33
185,1072,SKU_112,1,440.35
186,1072,SKU_126,3,40.62
187,1073,SKU_118,2,317.97
188,1074,SKU_050,1,285.53
189,1074,SKU_193,1,204.91
190,1074,SKU_056,3,390.58
191,1074,SKU_054,1,354.15
192,1075,SKU_062,3,41.72
193,1075,SKU_076,3,387.71
194,1075,SKU_071,2,195.86
195,1075,SKU_039,2,211.12
196,1075,SKU_051,1,115.02
197,1076,SKU_160,1,96.68
198,1076,SKU_073,1,253.53
199,1077,SKU_091,1,118.04
200,1077,SKU_120,2,435.21
201,1077,SKU_009,3,232.83
202,1077,SKU_105,3,377.61
203,1078,SKU_055,2,441.04
204,1078,SKU_193,1,204.91
205,1079,SKU_136,2,257.54
206,1079,SKU_010,1,286.61
207,1079,SKU_167,2,59.73
208,1079,SKU_088,3,211.33
209,1080,SKU_003,1,301.07
210,1080,SKU_162,3,177.16
211,1080,SKU_172,3,108.05
212,1081,SKU_034,2,410.04
213,1081,SKU_131,2,345.3
214,1081,SKU_067,3,468.21
215,1082,SKU_156,1,387.06
216,1083,SKU_178,1,488.81
217,1083,SKU_114,3,483.0
218,1083,SKU_129,2,491.6
219,1084,SKU_021,1,237.99
220,1084,SKU_100,3,100.39
221,1084,SKU_101,3,52.24
222,1085,SKU_014,3,470.92
223,1085,SKU_038,1,49.34
224,1085,SKU_141,1,384.8
225,1086,SKU_028,1,249.77
226,1086,SKU_118,3,317.97
227,1086,SKU_040,3,173.47
228,1086,SKU_029,1,153.15
229,1087,SKU_034,3,410.04
230,1087,SKU_150,3,38.72
231,1088,SKU_002,1,15.07
232,1088,SKU_016,3,498.9
233,1088,SKU_179,1,476.01
234,1088,SKU_024,2,35.04
235,1089,SKU_184,1,433.48
236,1089,SKU_070,1,198.31
237,1089,SKU_142,3,325.68
238,1090,SKU_078,3,86.78
239,1090,SKU_090,1,367.28
240,1090,SKU_155,3,250.45
241,1090,SKU_107,3,413.36
242,1090,SKU_129,1,491.6
243,1091,SKU_182,1,318.66
244,1092,SKU_113,1,175.02
245,1092,SKU_198,1,433.49
246,1092,SKU_092,1,158.97
247,1092,SKU_158,2,53.46
248,1093,SKU_002,3,15.07
249,1093,SKU_027,1,81.72
250,1094,SKU_076,3,387.71
251,1094,SKU_053,1,253.54
252,1094,SKU_119,2,168.36
253,1094,SKU_161,3,497.11
254,1095,SKU_175,2,163.76
255,1096,SKU_181,3,493.62
256,1096,SKU_117,2,73.76
257,1096,SKU_084,3,437.56
258,1096,SKU_075,3,311.72
259,1097,SKU_053,1,253.54
260,1097,SKU_042,3,231.31
261,1097,SKU_159,2,288.46
262,1097,SKU_082,1,388.66
263,1098,SKU_031,2,84.96
264,1099,SKU_168,1,341.08
265,1099,SKU_137,2,331.8
266,1100,SKU_036,1,368.47
267,1100,SKU_164,1,142.04
268,1100,SKU_101,2,52.24
269,1100,SKU_110,1,119.89
270,1101,SKU_036,2,368.47
271,1101,SKU_054,1,354.15
272,1101,SKU_003,2,301.07
273,1101,SKU_059,3,30.76
274,1102,SKU_015,3,197.24
275,1102,SKU_020,3,273.29
276,1102,SKU_053,3,253.54
277,1103,SKU_111,1,106.68
278,1103,SKU_151,1,376.22
279,1103,SKU_139,1,158.26
280,1104,SKU_190,2,224.03
281,1104,SKU_126,2,40.62
282,1104,SKU_100,2,100.39
283,1105,SKU_139,3,158.26
284,1105,SKU_037,3,70.44
285,1106,SKU_193,2,204.91
286,1107,SKU_062,2,41.72
287,1107,SKU_101,1,52.24
288,1107,SKU_011,2,29.16
289,1108,SKU_062,1,41.72
290,1108,SKU_007,3,314.51
291,1108,SKU_171,1,353.55
292,1108,SKU_074,3,233.69
293,1109,SKU_131,3,345.3
294,1109,SKU_047,2,21.39
295,1109,SKU_089,2,217.13
296,1109,SKU_009,2,232.83
297,1109,SKU_117,1,73.76
298,1110,SKU_171,2,353.55
299,1110,SKU_031,3,84.96
300,1110,SKU_132,1,230.77
301,1110,SKU_117,1,73.76
302,1111,SKU_146,3,499.74
303,1111,SKU_085,3,259.34
304,1111,SKU_092,3,158.97
305,1112,SKU_054,3,354.15
306,1112,SKU_067,3,468.21
307,1112,SKU_155,2,250.45
308,1113,SKU_001,2,366.34
309,1113,SKU_042,2,231.31
310,1113,SKU_132,2,230.77
311,1113,SKU_005,2,155.03
312,1113,SKU_083,3,214.32
313,1114,SKU_159,2,288.46
314,1114,SKU_057,3,28.01
315,1115,SKU_198,3,433.49
316,1115,SKU_090,3,367.28
317,1115,SKU_073,2,253.53
318,1115,SKU_152,2,438.7
319,1116,SKU_193,1,204.91
320,1117,SKU_038,2,49.34
321,1117,SKU_142,3,325.68
322,1117,SKU_092,3,158.97
323,1117,SKU_058,3,117.46
324,1117,SKU_061,2,401.77
325,1118,SKU_003,3,301.07
326,1119,SKU_157,3,261.56
327,1119,SKU_081,3,231.35
328,1119,SKU_057,2,28.01
329,1120,SKU_192,1,344.96
330,1121,SKU_166,2,89.92
331,1121,SKU_148,3,207.08
332,1121,SKU_030,3,27.6
333,1122,SKU_197,3,173.09
334,1122,SKU_114,3,483.0
335,1123,SKU_015,3,197.24
336,1124,SKU_107,3,413.36
337,1124,SKU_111,3,106.68
338,1124,SKU_071,2,195.86
339,1124,SKU_123,2,88.65
340,1124,SKU_193,3,204.91
341,1125,SKU_146,1,499.74
342,1125,SKU_179,1,476.01
343,1125,SKU_064,1,196.56
344,1126,SKU_054,2,354.15
345,1126,SKU_187,2,400.29
346,1127,SKU_010,1,286.61
347,1127,SKU_078,2,86.78
348,1128,SKU_192,1,344.96
349,1129,SKU_161,1,497.11
350,1130,SKU_100,1,100.39
351,1130,SKU_183,1,28.44
352,1131,SKU_079,2,463.49
353,1131,SKU_008,2,233.04
354,1132,SKU_118,1,317.97
355,1132,SKU_110,2,119.89
356,1132,SKU_073,2,253.53
357,1133,SKU_139,2,158.26
358,1133,SKU_049,1,459.52
359,1133,SKU_054,1,354.15
360,1134,SKU_047,1,21.39
361,1134,SKU_062,1,41.72
362,1135,SKU_055,1,441.04
363,1136,SKU_043,2,293.71
364,1136,SKU_166,2,89.92
365,1136,SKU_119,1,168.36
366,1137,SKU_191,1,238.72
367,1138,SKU_047,2,21.39
368,1139,SKU_027,1,81.72
369,1139,SKU_026,1,257.98
370,1139,SKU_104,1,308.22
371,1140,SKU_042,2,231.31
372,1140,SKU_036,1,368.47
373,1140,SKU_020,1,273.29
374,1141,SKU_099,2,314.45
375,1141,SKU_191,1,238.72
376,1142,SKU_141,2,384.8
377,1143,SKU_023,2,359.95
378,1143,SKU_124,1,213.67
379,1143,SKU_113,1,175.02
380,1144,SKU_200,2,417.68
381,1144,SKU_074,1,233.69
382,1144,SKU_156,2,387.06
383,1145,SKU_121,2,361.17
384,1145,SKU_085,2,259.34
385,1146,SKU_047,2,21.39
386,1146,SKU_113,2,175.02
387,1147,SKU_015,1,197.24
388,1147,SKU_052,1,36.56
389,1147,SKU_119,2,168.36
390,1148,SKU_174,1,199.19
391,1148,SKU_032,1,451.66
392,1149,SKU_089,1,217.13
393,1149,SKU_159,2,288.46
394,1149,SKU_062,1,41.72
395,1150,SKU_025,1,75.07
396,1150,SKU_111,1,106.68
397,1151,SKU_071,1,195.86
398,1151,SKU_060,1,254.24
399,1151,SKU_142,1,325.68
400,1152,SKU_048,2,190.09
401,1152,SKU_166,2,89.92
402,1152,SKU_155,2,250.45
403,1153,SKU_011,2,29.16
404,1154,SKU_177,1,397.77
405,1154,SKU_102,1,388.05
406,1155,SKU_057,2,28.01
407,1155,SKU_010,2,286.61
408,1156,SKU_089,2,217.13
409,1156,SKU_031,1,84.96
410,1157,SKU_109,2,409.58
411,1157,SKU_140,1,248.76
412,1157,SKU_052,1,36.56
413,1158,SKU_114,2,483.0
414,1159,SKU_016,1,498.9
415,1160,SKU_008,2,233.04
416,1160,SKU_104,2,308.22
417,1160,SKU_139,1,158.26
418,1161,SKU_042,2,231.31
419,1161,SKU_122,1,18.85
420,1162,SKU_156,2,387.06
421,1163,SKU_061,1,401.77
422,1163,SKU_171,2,353.55
423,1163,SKU_113,1,175.02
424,1164,SKU_174,1,199.19
425,1164,SKU_154,1,59.59
426,1165,SKU_144,2,327.85
427,1166,SKU_089,2,217.13
428,1166,SKU_150,1,38.72
429,1166,SKU_193,1,204.91
430,1167,SKU_171,2,353.55
431,1167,SKU_069,2,182.28
432,1168,SKU_087,2,188.37
433,1168,SKU_149,1,158.59
434,1169,SKU_042,1,231.31
435,1169,SKU_027,1,81.72
436,1170,SKU_047,2,21.39
437,1170,SKU_166,1,89.92
438,1171,SKU_051,2,115.02
439,1171,SKU_103,1,157.13
440,1171,SKU_060,2,254.24
441,1172,SKU_031,1,84.96
442,1173,SKU_161,1,497.11
443,1173,SKU_128,1,295.25
444,1174,SKU_079,1,463.49
445,1174,SKU_034,1,410.04
446,1175,SKU_057,1,28.01
447,1176,SKU_178,1,488.81
448,1176,SKU_107,1,413.36
449,1176,SKU_115,1,252.87
450,1177,SKU_131,2,345.3
451,1177,SKU_177,1,397.77
452,1178,SKU_036,1,368.47
453,1178,SKU_080,1,209.85
454,1179,SKU_191,1,238.72
455,1180,SKU_041,2,498.42
456,1181,SKU_030,2,27.6
457,1182,SKU_197,1,173.09
458,1182,SKU_016,2,498.9
459,1183,SKU_137,2,331.8
460,1183,SKU_151,2,376.22
461,1183,SKU_054,1,354.15
462,1184,SKU_196,2,251.79
463,1184,SKU_064,3,196.56
464,1184,SKU_013,1,225.57
465,1185,SKU_101,3,52.24
466,1185,SKU_169,2,193.62
467,1186,SKU_045,3,132.03
468,1186,SKU_072,3,74.12
469,1186,SKU_004,3,420.35
470,1186,SKU_138,3,158.06
471,1187,SKU_056,3,390.58
472,1187,SKU_103,1,157.13
473,1187,SKU_114,2,483.0
474,1188,SKU_129,3,491.6
475,1188,SKU_189,2,30.6
476,1189,SKU_174,3,199.19
477,1189,SKU_077,1,249.46
478,1189,SKU_076,3,387.71
479,1189,SKU_172,1,108.05
480,1190,SKU_052,2,36.56
481,1191,SKU_148,1,207.08
482,1192,SKU_050,2,285.53
483,1192,SKU_132,3,230.77
484,1192,SKU_102,3,388.05
485,1192,SKU_047,1,21.39
486,1192,SKU_124,3,213.67
487,1193,SKU_104,1,308.22
488,1193,SKU_098,1,210.7
489,1194,SKU_115,2,252.87
490,1194,SKU_030,1,27.6
491,1194,SKU_166,2,89.92
492,1194,SKU_031,2,84.96
493,1194,SKU_169,3,193.62
494,1195,SKU_156,1,387.06
495,1195,SKU_182,1,318.66
496,1195,SKU_092,1,158.97
497,1195,SKU_042,1,231.31
498,1196,SKU_145,1,38.48
499,1196,SKU_039,1,211.12
500,1196,SKU_131,3,345.3
501,1197,SKU_140,1,248.76
502,1197,SKU_165,2,163.03
503,1198,SKU_198,1,433.49
504,1198,SKU_085,2,259.34
505,1198,SKU_101,2,52.24
506,1199,SKU_064,2,196.56
507,1199,SKU_181,3,493.62
508,1199,SKU_198,1,433.49
509,1199,SKU_034,2,410.04
510,1200,SKU_003,3,301.07
511,1200,SKU_061,2,401.77
512,1200,SKU_139,3,158.26
513,1201,SKU_056,3,390.58
514,1201,SKU_107,1,413.36
515,1201,SKU_030,1,27.6
516,1202,SKU_155,2,250.45
517,1202,SKU_106,1,404.18
518,1202,SKU_150,3,38.72
519,1202,SKU_006,2,478.61
520,1202,SKU_049,2,459.52
521,1203,SKU_156,1,387.06
522,1204,SKU_158,2,53.46
523,1205,SKU_047,1,21.39
524,1205,SKU_008,2,233.04
525,1205,SKU_007,2,314.51
526,1205,SKU_071,2,195.86
527,1205,SKU_128,1,295.25
528,1206,SKU_078,3,86.78
529,1206,SKU_071,1,195.86
530,1206,SKU_063,3,322.92
531,1206,SKU_081,3,231.35
532,1206,SKU_047,3,21.39
533,1207,SKU_165,3,163.03
534,1208,SKU_042,3,231.31
535,1209,SKU_183,2,28.44
536,1209,SKU_139,2,158.26
537,1210,SKU_045,2,132.03
538,1211,SKU_007,2,314.51
539,1212,SKU_149,1,158.59
540,1212,SKU_082,3,388.66
541,1213,SKU_103,3,157.13
542,1214,SKU_100,2,100.39
543,1214,SKU_172,1,108.05
544,1214,SKU_136,2,257.54
545,1214,SKU_019,1,141.62
546,1214,SKU_139,1,158.26
547,1215,SKU_174,2,199.19
548,1216,SKU_182,2,318.66
549,1216,SKU_063,3,322.92
550,1216,SKU_130,1,171.99
551,1216,SKU_149,1,158.59
552,1216,SKU_104,1,308.22
553,1217,SKU_173,3,253.17
554,1217,SKU_138,1,158.06
555,1217,SKU_143,1,125.66
556,1217,SKU_198,1,433.49
557,1218,SKU_182,3,318.66
558,1218,SKU_174,3,199.19
559,1218,SKU_001,2,366.34
560,1218,SKU_148,3,207.08
561,1218,SKU_079,1,463.49
562,1219,SKU_173,3,253.17
563,1219,SKU_096,3,191.33
564,1219,SKU_069,1,182.28
565,1219,SKU_122,1,18.85
566,1219,SKU_141,1,384.8
567,1220,SKU_170,2,57.59
568,1220,SKU_058,2,117.46
569,1220,SKU_016,1,498.9
570,1221,SKU_112,1,440.35
571,1222,SKU_039,2,211.12
572,1222,SKU_116,3,303.77
573,1222,SKU_128,3,295.25
574,1222,SKU_162,1,177.16
575,1222,SKU_062,2,41.72
576,1223,SKU_023,3,359.95
577,1223,SKU_005,1,155.03
578,1223,SKU_081,3,231.35
579,1223,SKU_030,2,27.6
580,1223,SKU_024,2,35.04
581,1224,SKU_003,3,301.07
582,1224,SKU_183,1,28.44
583,1225,SKU_156,3,387.06
584,1225,SKU_036,2,368.47
585,1225,SKU_030,1,27.6
586,1225,SKU_177,2,397.77
587,1226,SKU_194,3,226.77
588,1226,SKU_175,2,163.76
589,1227,SKU_142,1,325.68
590,1227,SKU_068,3,459.96
591,1227,SKU_178,1,488.81
592,1228,SKU_133,3,331.2
593,1228,SKU_002,2,15.07
594,1229,SKU_119,1,168.36
595,1230,SKU_135,3,364.65
596,1230,SKU_065,1,13.75
597,1230,SKU_158,3,53.46
598,1230,SKU_048,2,190.09
599,1230,SKU_035,1,184.92
600,1231,SKU_200,2,417.68
601,1231,SKU_092,2,158.97
602,1231,SKU_190,1,224.03
603,1231,SKU_111,3,106.68
604,1231,SKU_144,1,327.85
605,1232,SKU_073,3,253.53
606,1232,SKU_033,3,234.1
607,1232,SKU_095,3,57.75
608,1232,SKU_097,1,22.19
609,1232,SKU_068,3,459.96
610,1233,SKU_060,1,254.24
611,1234,SKU_073,1,253.53
612,1234,SKU_011,3,29.16
613,1234,SKU_118,2,317.97
614,1234,SKU_019,1,141.62
615,1235,SKU_160,1,96.68
616,1235,SKU_191,2,238.72
617,1236,SKU_163,3,74.62
618,1236,SKU_171,3,353.55
619,1236,SKU_078,1,86.78
620,1237,SKU_127,3,320.43
621,1237,SKU_199,1,65.75
622,1237,SKU_067,2,468.21
623,1238,SKU_009,1,232.83
624,1238,SKU_173,3,253.17
625,1238,SKU_044,2,142.67
626,1238,SKU_191,3,238.72
627,1239,SKU_095,3,57.75
628,1239,SKU_146,2,499.74
629,1239,SKU_152,1,438.7
630,1239,SKU_099,1,314.45
631,1240,SKU_024,1,35.04
632,1240,SKU_124,1,213.67
633,1240,SKU_027,1,81.72
634,1240,SKU_103,1,157.13
635,1240,SKU_034,1,410.04
636,1241,SKU_025,1,75.07
637,1241,SKU_171,2,353.55
638,1241,SKU_121,3,361.17
639,1241,SKU_178,2,488.81
640,1241,SKU_114,2,483.0
641,1242,SKU_045,2,132.03
642,1242,SKU_170,2,57.59
643,1242,SKU_150,1,38.72
644,1242,SKU_162,2,177.16
645,1243,SKU_101,3,52.24
646,1243,SKU_025,1,75.07
647,1244,SKU_037,3,70.44
648,1244,SKU_005,2,155.03
649,1244,SKU_038,2,49.34
650,1245,SKU_104,2,308.22
651,1245,SKU_189,1,30.6
652,1246,SKU_064,2,196.56
653,1246,SKU_193,3,204.91
654,1246,SKU_109,2,409.58
655,1247,SKU_036,1,368.47
656,1247,SKU_185,2,243.74
657,1248,SKU_191,2,238.72
658,1248,SKU_140,1,248.76
659,1248,SKU_187,3,400.29
660,1248,SKU_060,2,254.24
661,1248,SKU_037,3,70.44
662,1249,SKU_119,2,168.36
663,1249,SKU_106,3,404.18
664,1249,SKU_169,1,193.62
665,1249,SKU_118,2,317.97
666,1250,SKU_159,3,288.46
667,1250,SKU_001,1,366.34
668,1250,SKU_010,3,286.61
669,1250,SKU_152,2,438.7
670,1251,SKU_078,3,86.78
671,1251,SKU_039,2,211.12
672,1251,SKU_004,3,420.35
673,1251,SKU_105,3,377.61
674,1252,SKU_073,2,253.53
675,1252,SKU_104,3,308.22
676,1252,SKU_074,1,233.69
677,1252,SKU_110,3,119.89
678,1252,SKU_068,1,459.96
679,1253,SKU_154,1,59.59
680,1254,SKU_062,2,41.72
681,1254,SKU_028,1,249.77
682,1254,SKU_172,1,108.05
683,1255,SKU_056,1,390.58
684,1256,SKU_128,3,295.25
685,1256,SKU_090,3,367.28
686,1257,SKU_051,1,115.02
687,1257,SKU_018,2,251.45
688,1257,SKU_117,1,73.76
689,1257,SKU_140,2,248.76
690,1257,SKU_182,3,318.66
691,1258,SKU_141,3,384.8
692,1258,SKU_082,2,388.66
693,1258,SKU_035,2,184.92
694,1259,SKU_072,1,74.12
695,1259,SKU_074,3,233.69
696,1259,SKU_087,1,188.37
697,1259,SKU_097,1,22.19
698,1260,SKU_190,1,224.03
699,1261,SKU_035,1,184.92
700,1262,SKU_130,2,171.99
701,1262,SKU_119,1,168.36
702,1263,SKU_180,2,440.47
703,1264,SKU_179,2,476.01
704,1264,SKU_174,2,199.19
705,1264,SKU_200,2,417.68
706,1264,SKU_159,1,288.46
707,1264,SKU_049,3,459.52
708,1265,SKU_172,2,108.05
709,1265,SKU_158,1,53.46
710,1265,SKU_053,3,253.54
711,1265,SKU_039,2,211.12
712,1265,SKU_147,3,450.03
713,1266,SKU_110,2,119.89
714,1266,SKU_100,2,100.39
715,1266,SKU_057,3,28.01
716,1267,SKU_145,2,38.48
717,1267,SKU_018,1,251.45
718,1267,SKU_147,2,450.03
719,1267,SKU_015,3,197.24
720,1267,SKU_138,2,158.06
721,1268,SKU_038,2,49.34
722,1268,SKU_185,3,243.74
723,1268,SKU_088,2,211.33
724,1268,SKU_182,3,318.66
725,1269,SKU_064,2,196.56
726,1269,SKU_106,2,404.18
727,1269,SKU_104,3,308.22
728,1270,SKU_175,2,163.76
729,1271,SKU_005,1,155.03
730,1272,SKU_067,2,468.21
731,1272,SKU_178,3,488.81
732,1272,SKU_014,1,470.92
733,1272,SKU_018,2,251.45
734,1272,SKU_049,2,459.52
735,1273,SKU_025,2,75.07
736,1273,SKU_043,2,293.71
737,1273,SKU_129,3,491.6
738,1273,SKU_001,1,366.34
739,1273,SKU_085,1,259.34
740,1274,SKU_190,1,224.03
741,1275,SKU_162,2,177.16
742,1276,SKU_050,3,285.53
743,1276,SKU_065,3,13.75
744,1276,SKU_084,1,437.56
745,1277,SKU_137,1,331.8
746,1277,SKU_006,2,478.61
747,1277,SKU_095,1,57.75
748,1277,SKU_094,2,430.89
749,1277,SKU_166,2,89.92
750,1278,SKU_112,3,440.35
751,1278,SKU_171,2,353.55
752,1278,SKU_187,3,400.29
753,1279,SKU_176,3,399.62
754,1280,SKU_094,2,430.89
755,1280,SKU_112,1,440.35
756,1281,SKU_094,3,430.89
757,1281,SKU_014,1,470.92
758,1281,SKU_115,1,252.87
759,1281,SKU_147,3,450.03
760,1282,SKU_106,3,404.18
761,1282,SKU_046,1,236.58
762,1282,SKU_132,1,230.77
763,1283,SKU_060,1,254.24
764,1284,SKU_009,3,232.83
765,1285,SKU_028,3,249.77
766,1285,SKU_160,3,96.68
767,1286,SKU_159,1,288.46
768,1287,SKU_139,3,158.26
769,1288,SKU_166,2,89.92
770,1288,SKU_132,2,230.77
771,1288,SKU_032,2,451.66
772,1288,SKU_123,3,88.65
773,1288,SKU_124,1,213.67
774,1289,SKU_168,3,341.08
775,1289,SKU_070,2,198.31
776,1289,SKU_043,1,293.71
777,1289,SKU_005,3,155.03
778,1290,SKU_058,2,117.46
779,1291,SKU_076,3,387.71
780,1292,SKU_014,3,470.92
781,1292,SKU_043,3,293.71
782,1293,SKU_139,1,158.26
783,1294,SKU_047,3,21.39
784,1294,SKU_009,3,232.83
785,1294,SKU_085,3,259.34
786,1295,SKU_103,1,157.13
787,1295,SKU_160,1,96.68
788,1295,SKU_110,2,119.89
789,1295,SKU_098,2,210.7
790,1296,SKU_102,2,388.05
791,1296,SKU_122,2,18.85
792,1297,SKU_096,2,191.33
793,1298,SKU_060,2,254.24
794,1298,SKU_024,2,35.04
795,1298,SKU_111,2,106.68
796,1299,SKU_013,2,225.57
797,1300,SKU_018,2,251.45
798,1301,SKU_196,1,251.79
799,1302,SKU_096,2,191.33
800,1303,SKU_129,1,491.6
801,1303,SKU_166,2,89.92
802,1303,SKU_193,1,204.91
803,1304,SKU_067,1,468.21
804,1305,SKU_021,1,237.99
805,1305,SKU_023,2,359.95
806,1306,SKU_182,1,318.66
807,1306,SKU_166,2,89.92
808,1306,SKU_128,2,295.25
809,1307,SKU_142,2,325.68
810,1308,SKU_183,2,28.44
811,1308,SKU_129,2,491.6
812,1308,SKU_124,2,213.67
813,1309,SKU_023,2,359.95
814,1309,SKU_056,2,390.58
815,1309,SKU_003,1,301.07
816,1310,SKU_095,2,57.75
817,1310,SKU_072,1,74.12
818,1311,SKU_149,2,158.59
819,1311,SKU_077,2,249.46
820,1311,SKU_018,2,251.45
821,1312,SKU_038,2,49.34
